stock,date,open,close,high,low,volume
AAPL,5/27/20,76.92823008,78.68024444580078,78.70457952577789,76.18605098163468,568472400
AAPL,6/3/20,79.00144365782047,83.70512390136719,84.09932691847067,78.05729906444888,572668800
AAPL,6/10/20,84.65657878548527,85.67372131347656,86.32829563830916,80.92867011,872697600
AAPL,6/17/20,86.42076921936041,89.18993377685547,90.61345070235802,83.98740949,823303600
AAPL,6/24/20,88.81763684348515,88.76896667480469,89.73988233,85.47906675,806271600
AAPL,7/1/20,88.84683337,90.68888854980469,92.13186915393193,88.48670086310206,455858800
AAPL,7/8/20,91.66952240214144,94.47032165527344,97.29058451759637,91.37508797222462,695630400
AAPL,7/15/20,96.35129679209786,94.41434478759766,96.60436824916565,93.28526246069796,549713600
AAPL,7/22/20,94.11505210707737,90.76675415039062,95.36336684340608,86.76873844884443,696284400
AAPL,7/29/20,91.25099763385461,106.74176788330078,108.66168501198399,91.21449872,1104018800
AAPL,8/5/20,106.46189313281434,106.45945739746094,111.36267435010522,105.99468493232877,922557200
AAPL,8/12/20,107.74596761095323,112.68484497070312,113.19677328268189,107.5509508442055,766440400
AAPL,8/19/20,113.09438115404699,121.71669006347656,125.5780873927384,112.73115927543915,1167933200
AAPL,8/26/20,123.03797678734983,130.83876037597656,131.44333179825284,120.74892859914037,883855600
AAPL,9/2/20,134.16384558509063,110.01065063476562,134.5441335368584,108.12870957934986,1021692400
AAPL,9/9/20,114.34008150163802,112.66291046142578,117.4993993684256,107.26086249399847,864867300
AAPL,9/16/20,112.36063068648492,109.02578735351562,113.11145344028996,100.53267825085788,998564100
AAPL,9/23/20,108.84052807994739,111.24901580810547,112.44839057619882,102.38537150317734,705498000
AAPL,9/30/20,110.95647253654434,110.3421630859375,114.78861039946217,109.42556800521855,671249600
AAPL,10/7/20,111.7657999861522,118.08443450927734,122.26760823790941,111.28799633383355,783390400
AAPL,10/14/20,117.98693147263803,114.5838394165039,119.96638045497224,112.7506492737219,623728000
AAPL,10/21/20,113.76476692839574,113.6965103149414,115.75396922831021,110.06914185270992,478634100
AAPL,10/28/20,112.18512477596545,107.6899185180664,114.01830792119567,104.6476074520754,710830900
AAPL,11/4/20,111.29776666390956,113.08219909667969,118.95229008389138,109.55233907244407,671619200
AAPL,11/11/20,114.46898155587806,116.6178970336914,118.18074533139645,113.73639571768052,462493200
AAPL,11/18/20,115.85600957418282,112.49588012695312,117.03791383852848,109.97578304153085,465872900
AAPL,11/25/20,112.86704205095828,119.87055969238281,120.60314540681418,112.49586051954147,420328900
AAPL,12/2/20,119.18680838298081,121.49201202392578,122.0780865564266,118.08304859096582,415169700
AAPL,12/9/20,121.63854391941948,124.91075897216797,124.93029876658031,117.36024556962947,519769400
AAPL,12/16/20,124.45164449502127,128.81785583496094,131.28911005051614,120.58358599422193,675266300
AAPL,12/23/20,129.09141082961509,131.7384796142578,135.56746024422537,127.74344796386421,388687300
AAPL,12/30/20,132.43199090880486,127.96809387207031,132.8324747598134,123.81678141163933,436535500
AAPL,1/6/21,124.75446957580587,125.80939483642578,129.55046782688032,123.44557917046318,562160000
AAPL,1/13/21,125.77032243871658,124.86192321777344,128.39786584388997,123.9925886807919,381214400
AAPL,1/20/21,125.67264387405172,139.83596801757812,141.72114814597273,125.5651973705762,594932100
AAPL,1/27/21,140.09970210708647,131.85568237304688,140.94951177541654,127.18667003777115,650533900
AAPL,2/3/21,132.60780970606194,132.8520050048828,134.67859597512165,130.5077360980018,397829200
AAPL,2/10/21,133.51025954241743,130.29185485839844,134.00917175160077,129.90054970151292,278048000
AAPL,2/17/21,128.39406898534145,123.12135314941406,129.34296348931724,115.81389522902137,544633400
AAPL,2/24/21,122.22139257588906,122.39747619628906,125.91914114090521,117.91713210429863,642368600
AAPL,3/3/21,122.09420289643259,118.45514678955078,122.97462090025613,113.6813355048167,728790300
AAPL,3/10/21,119.04209860772538,122.8376693725586,124.45176782276737,116.56715113365082,510706600
AAPL,3/17/21,121.35076466091422,119.87361907958984,123.12137798107753,117.07585001502935,626091200
AAPL,3/24/21,120.1475225,117.29106140136719,120.2257835,116.27369017794591,447937500
AAPL,3/31/21,119.0029703735604,123.4637451171875,124.36372467715026,118.51385007400889,362235400
AAPL,4/7/21,123.09202221708253,131.5048828,131.7298889082425,122.41703378339041,461684500
AAPL,4/14/21,132.00382082715018,130.21363830566406,132.58097933809216,128.79519207850626,450568800
AAPL,4/21/21,129.47996202488656,131.46578979492188,132.46359966085154,128.44302909197407,364992000
AAPL,4/28/21,131.38748732605816,125.06805419921875,134.08744082685882,123.94307606167955,581400400
AAPL,5/5/21,126.38869336802492,123.1702880859375,128.40386678847233,120.09860547233612,455316500
AAPL,5/12/21,120.9199496581048,122.34080505371094,125.31970904982691,119.79306047741983,437539100
AAPL,5/19/21,120.68477668917664,124.3496094,125.74107639005582,120.39080299454446,383866900
AAPL,5/26/21,124.40838775852524,121.7822494506836,125.07472158218837,121.44908627688243,290149700
AAPL,6/2/21,121.78226636418458,124.19282531738281,125.87826608008615,120.65537713406388,356138800
AAPL,6/9/21,124.65338277938153,127.0345458984375,127.97525877663664,123.40891002711335,341239500
AAPL,6/16/21,127.74987463808284,131.28732299804688,131.38531922160797,125.87827236591099,451936900
AAPL,6/23/21,131.08152531872383,133.59007263183594,133.7468605769358,130.14081260024608,326376300
AAPL,6/30/21,133.4333060311228,139.16574096679688,140.2730205,133.03154246458266,302781600
AAPL,7/7/21,140.65516615791407,142.7129669189453,144.4963962387887,137.84285140967722,487504700
AAPL,7/14/21,145.12352886423062,143.21270751953125,146.98533715399924,138.82274963645924,544907100
AAPL,7/21/21,142.6052127320048,143.82029724121094,146.8187966,141.72330644366417,401031800
AAPL,7/28/21,141.8996380724448,144.3983917236328,145.0647180561516,139.67525584666114,373737900
AAPL,8/4/21,144.31021741244265,142.6737823486328,144.86875395416328,142.3798086651428,274824600
AAPL,8/11/21,143.3291557851734,147.39202880859375,148.85426118078644,142.8188389634059,375676800
AAPL,8/18/21,147.00932662320542,146.83267211914062,148.04957711810874,141.8080591741611,342574100
AAPL,8/25/21,147.01910756232766,149.00148010253906,150.63055867493583,144.09462775762714,340800700
AAPL,9/1/21,149.9828297,153.7709197998047,154.33029310259397,149.50195286349683,291516200
AAPL,9/8/21,154.05552288231627,145.36058044433594,154.11440271103575,144.17313063309547,484319700
AAPL,9/15/21,145.79236898789324,140.7579345703125,146.65597964146465,138.63818610853536,480497100
AAPL,9/22/21,141.75897095988768,139.26629638671875,144.72271417209365,139.0503936707916,377843400
AAPL,9/29/21,139.81585033480934,138.48118591308594,141.7589596485821,135.69409740653919,437481400
AAPL,10/6/21,136.87174429713642,138.8737335205078,142.11225915273474,135.7922307615523,341215100
AAPL,10/13/21,138.6087387440945,145.98863220214844,146.39099759633692,136.6067350592923,378578200
AAPL,10/20/21,145.9297786813873,146.53823852539062,148.02991078440542,144.8698968292299,290337200
AAPL,10/27/21,146.5775267365985,147.22523498535156,150.3165466664929,143.6824861983897,424836300
AAPL,11/3/21,147.5882840200866,148.00045776367188,149.59027291386116,147.02891071612194,292178800
AAPL,11/10/21,147.44007101631416,148.40321350097656,149.26808470962507,144.9437436627622,288470100
AAPL,11/17/21,148.40322046373635,158.6342010498047,162.85041839702268,148.3933978,557450100
AAPL,11/24/21,157.9855204894702,162.4572754,162.6734931658107,153.67101760597367,409219700
AAPL,12/1/21,164.59979325970065,168.2361602783203,168.62929035916358,155.08627024898195,634717200
AAPL,12/8/21,169.16983773816662,171.33200073242188,178.997865,167.76442204425408,633942700
AAPL,12/15/21,172.09856665389748,170.01502990722656,178.02486522750615,164.5801326415216,675366800
AAPL,12/22/21,170.06416374309885,176.20668029785156,178.2116060992947,169.1894699855572,314555800
AAPL,12/29/21,176.24598698792553,176.6096191,179.7939048717263,174.2115784661832,389982500
AAPL,1/5/22,176.52120230791922,172.06910705566406,177.07156944781426,165.2779364624751,461054600
AAPL,1/12/22,173.09120321107036,166.87989807128906,174.13297165249978,166.4966056259258,330708500
AAPL,1/19/22,167.07645591176376,157.03221130371094,168.13788460770982,152.03957188042924,587177400
AAPL,1/26/22,160.68823928465721,171.6071777,171.9904701823548,155.1059272221432,611921100
AAPL,2/2/22,171.74476876122776,171.82339477539062,173.20915015680097,167.74475464532244,408878200
AAPL,2/9/22,173.2428487819385,170.03482055664062,173.83327264664558,163.90416341929958,409534500
AAPL,2/16/22,169.10982149668695,161.69989013671875,170.5760535223942,159.5644780309518,304702200
AAPL,2/23/22,162.9004325,160.59774780273438,163.94354328714707,149.57633653484302,501661900
AAPL,3/2/22,161.76875812928031,154.92958068847656,166.2166897590014,153.31573151528343,467707500
AAPL,3/9/22,158.9051913047448,152.61708068847656,160.80442519239014,147.70665603042747,495463400
AAPL,3/16/22,154.5458279728093,166.12815856933594,166.71858251121776,151.99712933729296,478770700
AAPL,3/23/22,165.3113491407352,176.10643005371094,176.15562077474206,164.97675914173135,459701600
AAPL,3/30/22,175.7029876409321,172.2686309814453,176.74608332703536,169.1983848086908,424304000
AAPL,4/6/22,169.61165653868713,164.98660278320312,170.86141012246827,162.86104117979943,394740900
AAPL,4/13/22,164.7209387829729,164.73077392578125,168.53907636054504,160.96185710870654,282696000
AAPL,4/20/22,166.0691252220148,154.29983520507812,168.79496192124626,154.2211089990348,431709600
AAPL,4/27/22,153.42401945245948,156.9370880126953,163.54993884836156,150.8261148,562049400
AAPL,5/4/22,157.12405285484743,152.04632568359375,163.82546469557215,149.0744905307984,601851000
AAPL,5/11/22,151.27436925347985,147.07614135742188,153.19609276091663,136.7875108406237,604262800
AAPL,5/18/22,144.72076368629382,138.32485961914062,145.2233635598892,130.6872303,605123600
AAPL,5/25/22,136.42283556600822,146.68190002441406,148.47551826509655,135.15154645767512,377781100
AAPL,6/1/22,147.72653558588104,146.55380249023438,149.53986813880326,142.0106440716535,374611600
AAPL,6/8/22,146.42567899145402,130.83505249023438,147.69696813190774,129.53419953518025,421852500
AAPL,6/15/22,132.34290076968927,133.89999389648438,135.3486813297194,127.16902137600688,415177700
AAPL,6/22/22,132.83563394729936,135.4472198486328,141.4095021454895,131.96840354892657,372251100
AAPL,6/29/22,135.4669181388247,139.50746154785156,139.5567395850138,131.83041854441856,309612300
AAPL,7/6/22,139.30052971075912,143.74513244628906,146.29757564571045,139.03444031172202,345596200
AAPL,7/13/22,140.9167525994326,148.81060791015625,149.37235053552203,140.05935675216628,389989500
AAPL,7/20/22,148.9288501165638,149.4019012451172,154.014037,148.18972464543867,305348000
AAPL,7/27/22,150.36769391091187,157.68995666503906,161.25747931307183,149.95378543435385,389522700
AAPL,8/3/22,158.5079184246084,162.5287628173828,165.3768590492381,158.41922697652532,318091000
AAPL,8/10/22,165.47826834446747,170.75802612304688,171.4291052045612,164.7085113493177,305827900
AAPL,8/17/22,170.5014450647146,165.0341797,173.83705368281082,164.4617935794401,335352300
AAPL,8/24/22,165.1230008428048,156.82342529296875,168.80401961343298,155.6490482577436,335240900
AAPL,8/31/22,158.20506650749059,152.50096130371094,158.47152552147926,151.67199443622994,312893600
AAPL,9/7/22,152.78715032125422,151.82000732421875,162.10318618528058,150.67523503697325,468014800
AAPL,9/14/22,152.75753310986926,154.83982849121094,156.00434240653766,146.42183231915268,529889300
AAPL,9/21/22,155.27405266714047,149.76731872558594,156.65567908362752,146.60933915115532,462161300
AAPL,9/28/22,145.70141303615785,144.1816406,148.66202154953825,135.88206447846616,601896700
AAPL,10/5/22,142.17829812065446,137.15512084960938,145.60272148073133,136.40510543994947,385731500
AAPL,10/12/22,137.30315561268642,141.86248779296875,144.7737497481639,132.60564724906632,456643200
AAPL,10/19/22,139.8295657339269,150.3397216796875,150.48776116501867,139.64205808756907,363543100
AAPL,10/26/22,148.97783246544077,148.67189025878906,155.43195263485316,142.2375117,540459400
AAPL,11/2/22,146.9942188294484,137.66830444335938,150.17194003632832,132.61553708463907,505621000
AAPL,11/9/22,136.9081618965321,148.31552124023438,151.8247226304383,133.0430975327191,450993900
AAPL,11/16/22,147.4160137143437,148.4539337158203,150.94497490287873,144.47025279403363,329965500
AAPL,11/23/22,147.7323194051983,139.5474853515625,150.0849701158929,138.73691772229893,246507100
AAPL,11/30/22,139.77483190273128,141.26748657226562,149.1854192742601,138.93461031455007,381632300
AAPL,12/7/22,140.5557645440678,143.79806518554688,148.24634516014598,138.39093254308324,372295300
AAPL,12/14/22,143.67946590453994,130.77944946289062,144.97440736756923,128.3971445130494,498405400
AAPL,12/21/22,131.45161415177932,128.5355224609375,135.2375965481688,127.24058112280677,296602800
AAPL,12/28/22,128.1796515,123.63252258300781,129.5240211294515,122.74286511723291,350293800
AAPL,1/4/23,125.43160106883911,129.2274627685547,131.8766682829947,123.32608473931313,392518000
AAPL,1/11/23,129.7414954757927,134.37759399414062,135.7120688975574,128.96058187305968,262294800
AAPL,1/18/23,135.2474667677937,140.89183044433594,141.67275902718862,132.23251892170288,356372200
AAPL,1/25/23,139.27070563360516,142.63162231445312,145.53783436891393,137.21460992784097,320350000
AAPL,2/1/23,142.315314,152.8725586,155.57119280610166,139.6957772568779,503540800
AAPL,2/8/23,152.11141664617904,151.43922424316406,152.8033683,147.50497177922145,301484500
AAPL,2/15/23,151.5813528415131,146.99757385253906,154.76920562212698,146.92828058675818,251753000
AAPL,2/22/23,147.38367784731065,145.93826293945312,148.83900258334438,144.2651334737786,250420600
AAPL,3/1/23,145.36404541586853,150.0864258,154.73949777824444,142.46329079380018,322189400
AAPL,3/8/23,151.28433303513967,151.0665283203125,152.99705637769475,146.13625317997221,327763800
AAPL,3/15/23,149.6805319261387,157.68975830078125,157.80855539502778,148.42320728839294,399853300
AAPL,3/22/23,157.7095547816395,156.07601928710938,160.52119664886968,154.4226943488484,300902900
AAPL,3/29/23,157.77883927700154,163.97634887695312,165.17425973324032,157.75904983437076,272811700
AAPL,4/5/23,163.0952300067918,159.19456481933594,163.40213252855048,158.48175214008288,192262900
AAPL,4/12/23,159.61036925450145,164.80795288085938,165.73857027099072,158.18474389995504,259404400
AAPL,4/19/23,164.144634,162.13490295410156,166.4810720109519,162.09529385976796,249177600
AAPL,4/26/23,161.4320160354753,166.8572998046875,168.74823410142488,161.17461729866008,266508900
AAPL,5/3/23,167.8077131,170.0550537109375,172.55979299952418,162.66952765367333,360977500
AAPL,5/10/23,171.2925782500482,170.35206604003906,172.84689556642093,169.2927416336933,228114000
AAPL,5/17/23,170.23077864083527,170.08206176757812,174.87045464154275,168.9518831165848,273538900
AAPL,5/24/23,169.61613371678237,175.77264404296875,177.44808788082548,169.05105187414506,212001200
AAPL,5/31/23,175.80237408646653,177.6661834716797,183.35672596317332,175.23727714962783,417267900
AAPL,6/7/23,176.9027934428022,181.7308349609375,182.5635949733869,175.79244675953632,270234200
AAPL,6/14/23,181.79034248001406,183.4162139892578,185.37916804337527,180.45198121839715,273930800
AAPL,6/21/23,183.30714481683364,186.43992614746094,186.7670851,181.01704708304607,252659800
AAPL,6/28/23,186.3110428861884,190.80203247070312,192.80462000022604,185.98389903042656,214091900
AAPL,7/5/23,189.91970296721996,186.4597625732422,191.3175448449029,184.99251645839882,245352900
AAPL,7/12/23,188.04596721220517,192.0610809326172,192.65591819761897,186.84639940181626,242540400
AAPL,7/19/23,191.4365169,191.9520263671875,196.52231342961292,189.58261598897892,294667300
AAPL,7/26/23,192.00159106078922,193.9248809814453,195.50117999286743,190.89124435498337,217222700
AAPL,8/2/23,193.3598025055743,178.2510986328125,193.49859585701586,175.82220741891473,392823300
AAPL,8/9/23,179.31187728641464,175.9213409423828,179.37135799164204,175.02910010928957,254351700
AAPL,8/16/23,175.84122739978167,175.94049072265625,177.24095689012597,170.70884554113823,262538100
AAPL,8/23/23,177.22110406428928,182.7803497314453,183.55467328918405,174.5407521222884,255942800
AAPL,8/30/23,183.59440180930167,188.31976318359375,188.59772472633045,183.39586001417086,212621000
AAPL,9/6/23,187.0292262316747,175.01727294921875,187.47596422319558,172.27734456503666,409119200
AAPL,9/13/23,175.22573381963738,177.76712036132812,178.3230434602776,172.31705933843088,373453300
AAPL,9/20/23,177.9557210336414,170.70884704589844,178.3925220718899,170.4110267791137,288971100
AAPL,9/27/23,171.36401511977914,171.14561462402344,173.0317993466621,166.4003950303612,276789500
AAPL,10/4/23,169.84515248891816,177.092041,178.41236580749592,169.7260304513188,244861100
AAPL,10/11/23,176.9034167136925,175.86105346679688,181.0132935361603,173.52816111664285,265787700
AAPL,10/18/23,174.3024836,172.1780548095703,176.54603439678579,168.6935838380476,278053300
AAPL,10/25/23,170.62943603677905,169.5275115966797,171.80084329228475,164.46461224535426,282258400
AAPL,11/1/23,169.75581893419098,180.49710083007812,181.1125849169399,168.8822168900511,348404700
AAPL,11/8/23,181.02324050391783,186.07620239257812,186.74132570277598,180.26876051497854,272973100
AAPL,11/15/23,186.72890068211504,189.5022430419922,190.76466781682845,186.65931116778805,243765700
AAPL,11/22/23,190.34719354355474,189.26368713378906,191.7785868856979,187.77263913063086,142634000
AAPL,11/29/23,189.76067572830456,192.26564025878906,193.23978723319652,186.3312688498841,247505800
AAPL,12/6/23,193.28951561049107,193.5479736328125,194.82033335467028,190.2775999,255585300
AAPL,12/13/23,193.92568332136156,195.7646484,198.42864669831798,193.2298640120228,361958500
AAPL,12/20/23,195.72487130734007,191.89785766601562,196.50021496112413,191.67916943877162,164767400
AAPL,12/27/23,191.3411982860532,184.53207397460938,193.49824560318928,182.79251821875232,207255100
AAPL,1/3/24,183.12055717268214,184.03506469726562,184.77065376099983,179.09472495861957,294687700
AAPL,1/10/24,183.24979233768624,182.53408813476562,185.9336755147768,179.85018978995151,201969000
AAPL,1/17/24,180.18817884838765,194.01515197753906,194.58175747905844,179.22396662728295,296553700
AAPL,1/24/24,194.2537313907617,186.9177703857422,195.20800878343502,186.35118003362723,256052400
AAPL,1/31/24,185.92372050099235,188.1702423095703,188.1801772,178.1802186488516,336030800
AAPL,2/7/24,189.50225404108255,183.9356689453125,189.9098107887933,182.41480124553738,237867600
AAPL,2/14/24,184.44906504695368,180.70672607421875,184.65806961217174,179.15405998428736,223432000
AAPL,2/21/24,181.08495356471255,181.77171325683594,184.1703756304242,178.71613380047907,234127900
AAPL,2/28/24,181.65226669305665,169.32049560546875,182.25940053169342,168.82284541599856,435767000
AAPL,3/6/24,170.2560783222977,172.41587829589844,173.56048283001536,167.69816427679092,336432300
AAPL,3/13/24,171.95804545908447,175.2524871826172,176.8748316105028,169.48968966016054,377886300
AAPL,3/20/24,174.89417947152987,168.9124298095703,177.8303124792819,168.6536419977238,342387700
AAPL,3/27/24,169.60912224014268,168.04649353027344,172.78413252359783,167.43935975957754,221516000
AAPL,4/3/24,167.99673522399394,168.8726043701172,171.1120301020278,167.44933219474464,223328000
AAPL,4/10/24,168.00670832821015,168.5839844,177.52177759602637,166.32464824459603,389615900
AAPL,4/17/24,168.81290187662316,166.11563110351562,169.84800761291527,163.30889186572813,259450400
AAPL,4/24/24,165.75729874617977,169.5294952392578,175.2027036882266,165.4288630247535,277752700
AAPL,5/1/24,168.78302831468613,181.5427703857422,186.1211578844692,168.3152359542349,463697600
AAPL,5/8/24,181.9906562744657,186.5491180419922,187.4150396,180.59722681614656,269238000
AAPL,5/15/24,187.28057368280352,191.70570373535156,192.08442053272114,186.74237396955974,251198800
AAPL,5/22/24,191.62595333769482,189.3535919189453,192.35350378297326,186.00484637431293,174229100
AAPL,5/29/24,188.974862,193.69898986816406,194.66574186569684,188.8751909086327,275726100
AAPL,6/5/24,194.74547400787327,206.45611572265625,206.46609195915696,191.50636034208222,418077900
AAPL,6/12/24,206.6753709754951,213.5721893310547,219.4623963431286,206.20694411078472,539791300
AAPL,6/19/24,213.21339590279953,208.36968994140625,213.5223702768031,205.89798619543996,470034800
AAPL,6/26/24,210.7915528018723,219.5321807861328,219.64181293490427,209.5955754019788,316977700
AAPL,7/3/24,219.26306879159836,227.9139862060547,228.6315756,218.2963167716758,204944200
AAPL,7/10/24,228.5319180630401,234.03343200683594,236.43534768494501,225.0137437016956,286250400
AAPL,7/17/24,228.6814321058967,224.2563018798828,230.68470915040956,221.5254895064384,260694100
AAPL,7/24/24,223.24968713555086,218.06710815429688,224.04701048828485,213.90110162029268,232725700
AAPL,7/31/24,220.69825072597502,206.5358428955078,224.84431973391824,195.34346398743835,407315000
AAPL,8/7/24,206.20694819938572,220.52882385253906,221.1467421936953,205.6986620033711,235062500
AAPL,8/14/24,220.08563041084852,226.0125732421875,226.6711275207631,219.21753059807875,203701600
AAPL,8/21/24,226.02255734095348,227.52923583984375,228.34744239539063,223.39832805338258,183674900
AAPL,8/28/24,227.41947653568607,222.28079223632812,232.40849633128803,220.68429981162342,193139900
AAPL,9/4/24,221.1732165244684,219.62661743164062,224.98481951215462,216.23409025567202,247649600
AAPL,9/11/24,220.97366148503994,216.31390380859375,223.5479821848147,213.4502114476136,223728600
AAPL,9/18/24,217.07225478186155,226.8706817626953,232.5781216381966,217.06226699807127,543058200
AAPL,9/25/24,224.43602332249625,225.71322631835938,232.4883080822338,223.24864947388588,230798300
AAPL,10/2/24,225.39393204050512,225.27420043945312,227.49929896892166,220.84394849717145,175531000
AAPL,10/9/24,224.73537602560737,233.33645629882812,236.9684620133565,224.33626054170395,198167300
AAPL,10/16/24,231.0914017,235.342041,236.32987241041423,229.3352569541585,188608600
AAPL,10/23/24,233.56594836269682,233.15684509277344,234.6236181042315,227.25982014673016,193703100
AAPL,10/30/24,232.0991773855505,222.95928955078125,232.95728939143984,219.22751252249043,249773500
AAPL,11/6/24,222.12114179061433,223.73757934570312,228.15785883840476,220.70426198394833,217431500
AAPL,11/13/24,223.7639670378243,228.02928161621094,229.90722171238716,222.5153398977136,222311600
AAPL,11/20/24,227.80952211879878,234.8018341064453,235.31128373473052,225.4621122395929,251585200
AAPL,11/27/24,234.21249029484898,242.3834991455078,242.49337894569658,233.55321149371633,148977900
AAPL,12/4/24,242.60325154219439,247.4978790283203,247.93739821602466,240.9850356620379,202852400
AAPL,12/11/24,247.68767270105818,253.20159912109375,253.5512208135588,245.41016279813692,214189800
AAPL,12/18/24,251.8830677929851,257.91644287109375,257.92641115938613,245.42017228050398,329245200
AAPL,12/25/24,257.9064445999501,250.1449737548828,259.8143505955717,249.15605553782555,144630600
MSFT,1/1/20,151.56685429156974,150.42137145996094,153.4282657136346,149.39997301275346,86186100
MSFT,1/8/20,151.71003856182404,154.76467895507812,156.16790019811782,150.77456258833254,114961300
MSFT,1/15/20,155.23242999106512,158.93617248535156,160.54940083086512,155.18471306322462,109172200
MSFT,1/22/20,159.79526160694223,157.9434051513672,159.9193605616414,152.92234979175424,125715700
MSFT,1/29/20,160.21527196555962,171.93740844726562,172.43378968983822,158.16294913211487,189035000
MSFT,2/5/20,175.66977944374645,176.0611572265625,182.03676914651783,170.30509265757055,189471000
MSFT,2/12/20,177.14938904672144,178.72442626953125,179.17307606087337,173.5888412626883,133300400
MSFT,2/19/20,179.51672064427956,160.43484497070312,179.63126456755126,155.81470766880025,251816900
MSFT,2/26/20,162.44284197806263,157.4654998779297,167.50631207086104,145.4911967701193,389101500
MSFT,3/4/20,161.27505559383343,154.02920532226562,163.55313112599134,143.57681494678624,306226500
MSFT,3/11/20,150.4014740626599,140.29367065429688,154.9767864796622,129.21910753838486,411291100
MSFT,3/18/20,132.09063190150601,141.98785400390625,143.7203447376369,126.84529785463509,413874000
MSFT,3/25/20,142.5334892323613,150.9566650390625,157.72391111486942,138.25489910952828,338596100
MSFT,4/1/20,146.44829833568232,156.48910522460938,162.72033148409147,143.92134788979178,278724600
MSFT,4/8/20,158.57577425342134,166.2619171142578,166.30977896453348,155.35008709917093,194482900
MSFT,4/15/20,163.86902863048104,160.63377380371094,172.29220607056467,158.99699141966843,237059300
MSFT,4/22/20,164.0508264851158,162.53848266601562,169.32487488930454,162.13646943897155,169275700
MSFT,4/29/20,165.80250157045577,173.01962280273438,175.78586876142296,164.51988557142667,211745100
MSFT,5/6/20,174.28312226414354,174.6947021484375,179.48059627496147,173.85239471383434,154264000
MSFT,5/13/20,174.7329840868648,175.76673889160156,179.04985500015303,168.15715612940508,195259400
MSFT,5/20/20,176.89620219057002,173.79495239257812,178.67655524716815,173.3450772123084,117281300
MSFT,5/27/20,172.9639591637013,177.48483276367188,177.57121524522245,169.50852808710795,168874700
MSFT,6/3/20,177.3984904463892,182.1785125732422,183.04236687645738,174.7013147501225,158961900
MSFT,6/10/20,183.4551261957924,185.79714965820312,190.54837809753343,176.62102182353016,215427500
MSFT,6/17/20,187.19845094280325,193.80218505859375,195.76026117759088,185.9122629702236,156926800
MSFT,6/24/20,193.50464465488935,195.3379364013672,196.19219736576696,185.77789399595667,180232200
MSFT,7/1/20,194.9828129912484,199.8876190185547,206.04981900940203,193.66783070053216,126875300
MSFT,7/8/20,201.63456119518617,199.98362731933594,207.6911782490718,193.91740244601345,168626700
MSFT,7/15/20,201.14499483220058,200.36752319335938,205.34911808941715,193.3030676580408,168630600
MSFT,7/22/20,200.79946765834254,193.9077911376953,203.7749914843661,189.5788830436121,210302000
MSFT,7/29/20,194.3685188686676,204.72523498535156,208.90056458243797,191.01865615977962,224019300
MSFT,8/5/20,206.2706109648641,195.2132110595703,207.68158378257198,194.98284306926817,162446600
MSFT,8/12/20,197.04650980378972,202.9975586,203.83261878662165,196.5282001158857,110081900
MSFT,8/19/20,202.99750565075732,207.77752685546875,207.91190449106904,200.52110524092606,139362200
MSFT,8/26/20,209.63647650516367,218.67120361328125,222.40439314618195,209.13614668598188,177995600
MSFT,9/2/20,219.34469677049046,194.9923095703125,224.04968175793147,194.54970733043314,205069500
MSFT,9/9/20,199.74539004867162,200.8807373046875,206.71145281744012,193.6260222005271,166960300
MSFT,9/16/20,202.65115974793534,199.57223510742188,202.68002351945026,188.8248552964043,188921500
